STA,stationName,country,YR,MO,DA,PRCP,MAX,MIN
34147,Pisa,Italy,45,7,8,0,81,64
34147,Pisa,Italy,45,7,9,0,80,67
34147,Pisa,Italy,45,7,10,0,80,65
34147,Pisa,Italy,45,7,11,0,78,67
34147,Pisa,Italy,45,7,12,T,82,63
34147,Pisa,Italy,45,7,13,0,88,62
34147,Pisa,Italy,45,7,14,0,92,64
34147,Pisa,Italy,45,7,15,0,94,65
34147,Pisa,Italy,45,7,16,0,85,68
34147,Pisa,Italy,45,7,17,0,85,67
34147,Pisa,Italy,45,7,18,0,84,62
34147,Pisa,Italy,45,7,19,0,87,66
34147,Pisa,Italy,45,7,20,0,87,66
34147,Pisa,Italy,45,7,21,0,93,63
34147,Pisa,Italy,45,7,22,0,87,71
34147,Pisa,Italy,45,7,23,0,88,64
34147,Pisa,Italy,45,7,24,0,96,63
34147,Pisa,Italy,45,7,25,0,89,67
34147,Pisa,Italy,45,7,26,0,89,64
34147,Pisa,Italy,45,7,27,0,88,64
34147,Pisa,Italy,45,7,28,0,89,68
34147,Pisa,Italy,45,7,29,0,91,68
34147,Pisa,Italy,45,7,30,0,96,68
34147,Pisa,Italy,45,7,31,0,85,69
34147,Pisa,Italy,45,8,1,0.73,83,68
34147,Pisa,Italy,45,8,2,0.06,81,64
34147,Pisa,Italy,45,8,3,0,83,65
34147,Pisa,Italy,45,8,4,0,81,58
34147,Pisa,Italy,45,8,5,0,80,63
34147,Pisa,Italy,45,8,6,0,83,66
34147,Pisa,Italy,45,8,7,0,87,70
34147,Pisa,Italy,45,8,8,0.01,90,77
34147,Pisa,Italy,45,8,9,0.1,76,69
34147,Pisa,Italy,45,8,10,0,76,68
34147,Pisa,Italy,45,8,11,0,78,63
34147,Pisa,Italy,45,8,12,T,82,58
34147,Pisa,Italy,45,8,13,0.55,81,65
34147,Pisa,Italy,45,8,14,0.05,76,66
34147,Pisa,Italy,45,8,15,0,82,65
34147,Pisa,Italy,45,8,16,0,82,62
34147,Pisa,Italy,45,8,17,0,82,61
34147,Pisa,Italy,45,8,18,T,87,62
34147,Pisa,Italy,45,8,19,0.1,80,70
34147,Pisa,Italy,45,8,20,T,74,65
34147,Pisa,Italy,45,8,21,0.01,78,64
34147,Pisa,Italy,45,8,22,0,81,69
34147,Pisa,Italy,45,8,23,0,76,64
34147,Pisa,Italy,45,8,24,0,81,58
34147,Pisa,Italy,45,8,25,0,86,61
34147,Pisa,Italy,45,8,26,0,85,60
34147,Pisa,Italy,45,8,27,0,92,64
34147,Pisa,Italy,45,8,28,0,91,64
34147,Pisa,Italy,45,8,29,0,90,62
34147,Pisa,Italy,45,8,30,0,93,65
34147,Pisa,Italy,45,8,31,0,79,65
34147,Pisa,Italy,45,9,1,0,78,62
34147,Pisa,Italy,45,9,2,0,84,60
34147,Pisa,Italy,45,9,3,0,86,60
34147,Pisa,Italy,45,9,4,0,87,60
34147,Pisa,Italy,45,9,5,0,82,60
34147,Pisa,Italy,45,9,6,0.03,81,65
34147,Pisa,Italy,45,9,7,0,86,62
34147,Pisa,Italy,45,9,8,0,84,60
34147,Pisa,Italy,45,9,9,0.48,78,62
34147,Pisa,Italy,45,9,10,0.08,79,60
34147,Pisa,Italy,45,9,11,T,80,61
34147,Pisa,Italy,45,9,12,0,75,59
34147,Pisa,Italy,45,9,13,0,77,54
34147,Pisa,Italy,45,9,14,0,79,56
34147,Pisa,Italy,45,9,15,0.02,76,58
34147,Pisa,Italy,45,9,16,0.06,81,65
34147,Pisa,Italy,45,9,17,0,80,59
34147,Pisa,Italy,45,9,18,0,82,60
34147,Pisa,Italy,45,9,19,0,79,60
34147,Pisa,Italy,45,9,20,0,82,66
34147,Pisa,Italy,45,9,21,0,81,58
34147,Pisa,Italy,45,9,22,0,82,57
34147,Pisa,Italy,45,9,23,T,82,58
34147,Pisa,Italy,45,9,24,0,73,55
34147,Pisa,Italy,45,9,25,0,69,50
34147,Pisa,Italy,45,9,26,0,71,51
34147,Pisa,Italy,45,9,27,0,73,44
34147,Pisa,Italy,45,9,28,0,72,47
34147,Pisa,Italy,45,9,29,0.05,74,58
34147,Pisa,Italy,45,9,30,0,72,58
34147,Pisa,Italy,45,10,1,0,72,44
34147,Pisa,Italy,45,10,2,0.4,71,47
34147,Pisa,Italy,45,10,3,0,66,47
34147,Pisa,Italy,45,10,4,0.08,61,42
34147,Pisa,Italy,45,10,5,0,60,39
34147,Pisa,Italy,45,10,6,0,66,36
34147,Pisa,Italy,45,10,7,T,68,45
34147,Pisa,Italy,45,10,8,0,72,50
34147,Pisa,Italy,45,10,9,T,71,44
34147,Pisa,Italy,45,10,10,0,73,53
34147,Pisa,Italy,45,10,11,0,70,48
34147,Pisa,Italy,45,10,12,0,70,50
34147,Pisa,Italy,45,10,13,0,72,48
34147,Pisa,Italy,45,10,14,0,72,48
34147,Pisa,Italy,45,10,15,0,71,48
34147,Pisa,Italy,45,10,16,0,70,47
34147,Pisa,Italy,45,10,17,T,69,48
34147,Pisa,Italy,45,10,18,0,70,51
34147,Pisa,Italy,45,10,19,0,72,47
34147,Pisa,Italy,45,10,20,0,73,44
34147,Pisa,Italy,45,10,21,0,70,43
34147,Pisa,Italy,45,10,22,0.03,66,59
34147,Pisa,Italy,45,10,23,0.02,69,58
34147,Pisa,Italy,45,10,24,0.6,66,57
34147,Pisa,Italy,45,10,25,0.17,67,56
34147,Pisa,Italy,45,10,26,T,68,56
34147,Pisa,Italy,45,10,27,0.02,71,61
34147,Pisa,Italy,45,10,28,T,70,57
34147,Pisa,Italy,45,10,29,0,72,63
34147,Pisa,Italy,45,10,30,0.13,69,62
34147,Pisa,Italy,45,10,31,0.46,69,59
34147,Pisa,Italy,45,11,1,0.08,69,58
34147,Pisa,Italy,45,11,2,0.69,68,55
34147,Pisa,Italy,45,11,3,0,69,51
34147,Pisa,Italy,45,11,4,0,68,49
34147,Pisa,Italy,45,11,5,0.45,61,52
34147,Pisa,Italy,45,11,6,0.18,64,49
34147,Pisa,Italy,45,11,7,0,65,47
34147,Pisa,Italy,45,11,8,0,62,45
34147,Pisa,Italy,45,11,9,0.18,59,44
34147,Pisa,Italy,45,11,10,0.02,54,41
34147,Pisa,Italy,45,11,11,0.08,55,37
34147,Pisa,Italy,45,11,12,0.09,50,36
34147,Pisa,Italy,45,11,13,0,52,34
34147,Pisa,Italy,45,11,14,0,57,41
34147,Pisa,Italy,45,11,15,T,55,35
34147,Pisa,Italy,45,11,16,0,56,32
34147,Pisa,Italy,45,11,17,0,56,33
34147,Pisa,Italy,45,11,18,0,57,40
34147,Pisa,Italy,45,11,19,0,57,42
34147,Pisa,Italy,45,11,20,0,59,39
34147,Pisa,Italy,45,11,21,0,58,35
34147,Pisa,Italy,45,11,22,0,59,38
34147,Pisa,Italy,45,11,23,T,55,47
34147,Pisa,Italy,45,11,24,0.26,57,42
34147,Pisa,Italy,45,11,25,0.01,55,42
34147,Pisa,Italy,45,11,26,0,53,34
34147,Pisa,Italy,45,11,27,0,55,39
34147,Pisa,Italy,45,11,28,0,51,35
34147,Pisa,Italy,45,11,29,0,52,32
34147,Pisa,Italy,45,11,30,0,54,35
34147,Pisa,Italy,45,12,1,0,56,42
34147,Pisa,Italy,45,12,2,0,58,43
34147,Pisa,Italy,45,12,3,0.61,53,45
34147,Pisa,Italy,45,12,4,0.15,52,38
34147,Pisa,Italy,45,12,5,0,52,33
34147,Pisa,Italy,45,12,6,T,51,39
34147,Pisa,Italy,45,12,7,0,51,36
34147,Pisa,Italy,45,12,8,0,45,34
34147,Pisa,Italy,45,12,9,0,43,36
34147,Pisa,Italy,45,12,10,0,47,31
34147,Pisa,Italy,45,12,11,0,48,30
34147,Pisa,Italy,45,12,12,0,49,29
34147,Pisa,Italy,45,12,14,0.04,53,43
34147,Pisa,Italy,45,12,15,0,51,32
34147,Pisa,Italy,45,12,16,T,53,38
34147,Pisa,Italy,45,12,17,T,55,46
34147,Pisa,Italy,45,12,18,0.13,56,52
34147,Pisa,Italy,45,12,19,0.42,61,55
34147,Pisa,Italy,45,12,20,0.17,51,49
34150,Ciampino,Italy,44,12,16,0,56,44
34150,Ciampino,Italy,44,12,17,T,57,42
34150,Ciampino,Italy,44,12,18,0,61,42
34150,Ciampino,Italy,44,12,19,0,60,42
34150,Ciampino,Italy,44,12,20,0,54,45
34150,Ciampino,Italy,44,12,21,0,55,42
34150,Ciampino,Italy,44,12,22,0.05,50,38
34150,Ciampino,Italy,44,12,23,T,43,36
34150,Ciampino,Italy,44,12,24,0.02,50,35
34150,Ciampino,Italy,44,12,25,0,51,31
34150,Ciampino,Italy,44,12,26,0,52,31
34150,Ciampino,Italy,44,12,27,0,49,29
34150,Ciampino,Italy,44,12,28,0,49,30
34150,Ciampino,Italy,44,12,29,0,48,31
34150,Ciampino,Italy,44,12,30,0,45,32
34150,Ciampino,Italy,44,12,31,0,45,30
34150,Ciampino,Italy,45,1,6,0.37,46,39
34150,Ciampino,Italy,45,1,7,0.4,46,36
34150,Ciampino,Italy,45,1,8,0.02,49,33
34150,Ciampino,Italy,45,1,9,0.21,44,39
34150,Ciampino,Italy,45,1,10,0,39,30
34150,Ciampino,Italy,45,1,11,0.27,36,26
34150,Ciampino,Italy,45,1,12,0.39,45,35
34150,Ciampino,Italy,45,1,13,0.47,52,40
34150,Ciampino,Italy,45,1,14,0,53,38
34150,Ciampino,Italy,45,1,15,0,54,34
34150,Ciampino,Italy,45,1,16,0.59,48,42
34150,Ciampino,Italy,45,1,17,0.46,45,38
34150,Ciampino,Italy,45,1,18,0,49,35
34150,Ciampino,Italy,45,1,19,0.11,51,37
34150,Ciampino,Italy,45,1,20,0.06,48,37
34150,Ciampino,Italy,45,1,21,0.09,50,35
34150,Ciampino,Italy,45,1,22,T,41,29
34150,Ciampino,Italy,45,1,23,0.03,44,23
34150,Ciampino,Italy,45,1,24,0.05,51,40
34150,Ciampino,Italy,45,1,25,0.02,55,42
34150,Ciampino,Italy,45,1,26,0.02,59,48
34150,Ciampino,Italy,45,1,27,0.03,50,38
34150,Ciampino,Italy,45,1,28,0.49,51,32
34150,Ciampino,Italy,45,1,29,0,38,26
34150,Ciampino,Italy,45,1,30,0,39,24
34150,Ciampino,Italy,45,1,31,0,51,34
34150,Ciampino,Italy,45,2,1,T,49,34
34150,Ciampino,Italy,45,2,2,T,57,44
34150,Ciampino,Italy,45,2,3,T,56,42
34150,Ciampino,Italy,45,2,4,T,59,40
34150,Ciampino,Italy,45,2,5,0.02,55,37
34150,Ciampino,Italy,45,2,6,T,57,42
34150,Ciampino,Italy,45,2,7,0,59,39
34150,Ciampino,Italy,45,2,8,0,58,38
34150,Ciampino,Italy,45,2,9,T,58,38
34150,Ciampino,Italy,45,2,10,0,54,37
34150,Ciampino,Italy,45,2,11,0.64,54,39
34150,Ciampino,Italy,45,2,12,0,58,37
34150,Ciampino,Italy,45,2,13,0,62,38
34150,Ciampino,Italy,45,2,14,0,60,41
34150,Ciampino,Italy,45,2,15,0,57,43
34150,Ciampino,Italy,45,2,16,0,56,42
34150,Ciampino,Italy,45,2,17,0,58,41
34150,Ciampino,Italy,45,2,18,0,56,37
34150,Ciampino,Italy,45,2,19,0,52,32
34150,Ciampino,Italy,45,2,20,0,48,31
34150,Ciampino,Italy,45,2,21,0,49,26
34150,Ciampino,Italy,45,2,22,0,52,32
34150,Ciampino,Italy,45,2,23,0,54,29
34150,Ciampino,Italy,45,2,24,0,56,30
34150,Ciampino,Italy,45,2,25,0,58,34
34150,Ciampino,Italy,45,2,26,0,60,36
34150,Ciampino,Italy,45,2,27,0,63,41
34150,Ciampino,Italy,45,2,28,0,67,39
34150,Ciampino,Italy,45,3,1,0,59,40
34150,Ciampino,Italy,45,3,2,T,55,49
34150,Ciampino,Italy,45,3,3,T,58,32
34150,Ciampino,Italy,45,3,4,0,51,31
34150,Ciampino,Italy,45,3,5,0.12,53,31
34150,Ciampino,Italy,45,3,6,0.22,45,37
34150,Ciampino,Italy,45,3,7,0,54,33
34150,Ciampino,Italy,45,3,8,0,56,36
34150,Ciampino,Italy,45,3,9,0.05,56,37
34150,Ciampino,Italy,45,3,10,0,53,33
34150,Ciampino,Italy,45,3,11,0.03,59,44
34150,Ciampino,Italy,45,3,12,0,63,40
34150,Ciampino,Italy,45,3,13,0,63,38
34150,Ciampino,Italy,45,3,14,0,65,41
34150,Ciampino,Italy,45,3,15,0,64,40
34150,Ciampino,Italy,45,3,16,0,63,42
34150,Ciampino,Italy,45,3,17,0,62,42
34150,Ciampino,Italy,45,3,18,0,64,42
34150,Ciampino,Italy,45,3,19,0,64,39
34150,Ciampino,Italy,45,3,20,0,66,38
34150,Ciampino,Italy,45,3,21,0,66,40
34150,Ciampino,Italy,45,3,22,0,66,41
34150,Ciampino,Italy,45,3,23,0,67,43
34150,Ciampino,Italy,45,3,24,0,66,40
34150,Ciampino,Italy,45,3,25,0,68,43
34150,Ciampino,Italy,45,3,26,0.06,66,46
34150,Ciampino,Italy,45,3,27,0.37,69,51
34150,Ciampino,Italy,45,3,28,0.21,60,46
34150,Ciampino,Italy,45,3,29,0,62,44
34150,Ciampino,Italy,45,3,30,0,67,41
34150,Ciampino,Italy,45,3,31,0,68,44
34150,Ciampino,Italy,45,4,1,0,71,45
34150,Ciampino,Italy,45,4,2,T,67,50
34150,Ciampino,Italy,45,4,3,0,67,49
34150,Ciampino,Italy,45,4,4,0,70,49
34150,Ciampino,Italy,45,4,5,0,72,45
34150,Ciampino,Italy,45,4,6,0,68,45
34150,Ciampino,Italy,45,4,7,0.01,64,44
34150,Ciampino,Italy,45,4,8,0.03,58,48
34150,Ciampino,Italy,45,4,9,T,63,46
34150,Ciampino,Italy,45,4,10,0,69,39
34150,Ciampino,Italy,45,4,11,0,71,42
34150,Ciampino,Italy,45,4,12,0,70,42
34150,Ciampino,Italy,45,4,13,T,68,48
34150,Ciampino,Italy,45,4,14,0,74,46
34150,Ciampino,Italy,45,4,15,0,79,49
34150,Ciampino,Italy,45,4,16,0,75,51
34150,Ciampino,Italy,45,4,17,0,73,47
34150,Ciampino,Italy,45,4,18,0,73,46
34150,Ciampino,Italy,45,4,19,0,70,51
34150,Ciampino,Italy,45,4,20,0,71,55
34150,Ciampino,Italy,45,4,21,0,66,56
34150,Ciampino,Italy,45,4,22,0,72,52
34150,Ciampino,Italy,45,4,23,0,68,46
34150,Ciampino,Italy,45,4,24,0,71,40
34150,Ciampino,Italy,45,4,25,0,73,43
34150,Ciampino,Italy,45,4,26,0,72,45
34150,Ciampino,Italy,45,4,27,T,69,57
34150,Ciampino,Italy,45,4,28,0.57,63,51
34150,Ciampino,Italy,45,4,29,0,68,48
34150,Ciampino,Italy,45,4,30,0,66,45
34150,Ciampino,Italy,45,5,1,0.48,62,50
34150,Ciampino,Italy,45,5,2,T,61,43
34150,Ciampino,Italy,45,5,3,0,63,42
34150,Ciampino,Italy,45,5,4,0,65,45
34150,Ciampino,Italy,45,5,5,0,70,44
34150,Ciampino,Italy,45,5,6,0,75,49
34150,Ciampino,Italy,45,5,7,0,80,51
34150,Ciampino,Italy,45,5,8,0,82,54
34150,Ciampino,Italy,45,5,9,0,82,57
34150,Ciampino,Italy,45,5,10,0,86,61
34150,Ciampino,Italy,45,5,11,0,86,62
34150,Ciampino,Italy,45,5,12,0,85,57
34150,Ciampino,Italy,45,5,13,0,87,61
34150,Ciampino,Italy,45,5,14,0,87,62
34150,Ciampino,Italy,45,5,15,0,89,60
34150,Ciampino,Italy,45,5,16,T,90,64
34150,Ciampino,Italy,45,5,17,0,92,60
34150,Ciampino,Italy,45,5,18,0,88,61
34150,Ciampino,Italy,45,5,19,0,86,60
34150,Ciampino,Italy,45,5,20,0,83,65
34150,Ciampino,Italy,45,5,21,0,87,61
34150,Ciampino,Italy,45,5,22,0,79,65
34150,Ciampino,Italy,45,5,23,0,78,59
34150,Ciampino,Italy,45,5,24,0,79,67
34150,Ciampino,Italy,45,5,25,T,75,56
34150,Ciampino,Italy,45,5,26,T,69,62
34150,Ciampino,Italy,45,5,27,0,76,54
34150,Ciampino,Italy,45,5,28,T,70,53
34150,Ciampino,Italy,45,5,29,T,78,55
34150,Ciampino,Italy,45,5,30,0,80,65
34150,Ciampino,Italy,45,5,31,0,73,56
34150,Ciampino,Italy,45,6,1,0,79,52
34150,Ciampino,Italy,45,6,2,0,82,57
34150,Ciampino,Italy,45,6,3,0,83,58
34150,Ciampino,Italy,45,6,4,0,83,57
34150,Ciampino,Italy,45,6,5,0,81,57
34150,Ciampino,Italy,45,6,6,0,85,57
34150,Ciampino,Italy,45,6,7,0,89,61
34150,Ciampino,Italy,45,6,8,0,92,61
34150,Ciampino,Italy,45,6,9,0,88,61
34150,Ciampino,Italy,45,6,10,0,86,59
34150,Ciampino,Italy,45,6,11,0,90,60
34150,Ciampino,Italy,45,6,12,0,86,64
34150,Ciampino,Italy,45,6,13,0,86,60
34150,Ciampino,Italy,45,6,14,0.17,84,64
34150,Ciampino,Italy,45,6,15,0,86,59
34150,Ciampino,Italy,45,6,16,0,87,60
34150,Ciampino,Italy,45,6,17,0,86,59
34150,Ciampino,Italy,45,6,18,0,90,60
34150,Ciampino,Italy,45,6,19,0,93,66
34150,Ciampino,Italy,45,6,20,0,92,67
34150,Ciampino,Italy,45,6,21,T,93,70
34150,Ciampino,Italy,45,6,22,0,95,65
34150,Ciampino,Italy,45,6,23,0,95,64
34150,Ciampino,Italy,45,6,24,0,95,70
34150,Ciampino,Italy,45,6,25,0,96,67
34150,Ciampino,Italy,45,6,26,0,94,68
34150,Ciampino,Italy,45,6,27,0,89,69
34150,Ciampino,Italy,45,6,28,0,86,73
34150,Ciampino,Italy,45,6,29,0,89,69
34150,Ciampino,Italy,45,6,30,0,95,69
34150,Ciampino,Italy,45,7,1,0.52,91,68
34150,Ciampino,Italy,45,7,2,0,84,63
34150,Ciampino,Italy,45,7,3,0,85,56
34150,Ciampino,Italy,45,7,4,0.11,79,60
34150,Ciampino,Italy,45,7,5,0,83,57
34150,Ciampino,Italy,45,7,6,0,86,59
34150,Ciampino,Italy,45,7,7,0,86,60
34150,Ciampino,Italy,45,7,8,0,91,62
34150,Ciampino,Italy,45,7,9,0,91,65
34150,Ciampino,Italy,45,7,10,0,91,66
34150,Ciampino,Italy,45,7,11,T,85,64
34150,Ciampino,Italy,45,7,12,T,87,59
34150,Ciampino,Italy,45,7,13,0,90,60
34150,Ciampino,Italy,45,7,14,0,94,66
34150,Ciampino,Italy,45,7,15,0,96,68
34150,Ciampino,Italy,45,7,16,0,97,67
34150,Ciampino,Italy,45,7,17,0,95,65
34150,Ciampino,Italy,45,7,18,0,95,65
34150,Ciampino,Italy,45,7,19,0,96,67
34150,Ciampino,Italy,45,7,20,0,97,67
34150,Ciampino,Italy,45,7,21,0,101,65
34150,Ciampino,Italy,45,7,22,0,102,70
34150,Ciampino,Italy,45,7,23,0,100,69
34150,Ciampino,Italy,45,7,24,0,97,67
34150,Ciampino,Italy,45,7,25,0,96,68
34150,Ciampino,Italy,45,7,26,0,99,67
34150,Ciampino,Italy,45,7,27,0,95,66
34150,Ciampino,Italy,45,7,28,0,102,68
34150,Ciampino,Italy,45,7,29,0,102,72
34150,Ciampino,Italy,45,7,30,0,103,72
34150,Ciampino,Italy,45,7,31,0,98,73
34150,Ciampino,Italy,45,8,1,0,87,70
34150,Ciampino,Italy,45,8,2,0,87,63
34150,Ciampino,Italy,45,8,3,0,87,66
34150,Ciampino,Italy,45,8,4,0,89,59
34150,Ciampino,Italy,45,8,5,0,90,64
34150,Ciampino,Italy,45,8,6,0,89,64
34150,Ciampino,Italy,45,8,7,0,92,63
34150,Ciampino,Italy,45,8,8,T,98,74
34150,Ciampino,Italy,45,8,9,,87,64
34150,Ciampino,Italy,45,8,10,0,83,64
34150,Ciampino,Italy,45,8,11,0,84,62
34150,Ciampino,Italy,45,8,12,0.02,87,63
34150,Ciampino,Italy,45,8,13,T,97,71
34150,Ciampino,Italy,45,8,14,0,84,70
34150,Ciampino,Italy,45,8,15,0,87,65
34150,Ciampino,Italy,45,8,16,0,90,63
34150,Ciampino,Italy,45,8,17,0,86,66
34150,Ciampino,Italy,45,8,18,0,94,67
34150,Ciampino,Italy,45,8,19,0.07,85,67
34150,Ciampino,Italy,45,8,20,0,82,65
34150,Ciampino,Italy,45,8,21,0,84,61
34150,Ciampino,Italy,45,8,22,0,87,63
34150,Ciampino,Italy,45,8,23,0,87,67
34150,Ciampino,Italy,45,8,24,0,83,64
34150,Ciampino,Italy,45,8,25,0,88,65
34150,Ciampino,Italy,45,8,26,0,89,62
34150,Ciampino,Italy,45,8,27,0,92,62
34150,Ciampino,Italy,45,8,28,0,94,62
34150,Ciampino,Italy,45,8,29,0,95,64
34150,Ciampino,Italy,45,8,30,0,97,67
34150,Ciampino,Italy,45,8,31,0,90,67
34150,Ciampino,Italy,45,9,1,0,89,61
34150,Ciampino,Italy,45,9,2,0,90,61
34150,Ciampino,Italy,45,9,3,0,92,64
34150,Ciampino,Italy,45,9,4,0,93,62
34150,Ciampino,Italy,45,9,5,0,90,66
34150,Ciampino,Italy,45,9,6,0,86,65
34150,Ciampino,Italy,45,9,7,T,87,63
34150,Ciampino,Italy,45,9,8,0,89,58
34150,Ciampino,Italy,45,9,9,0.6,85,58
34150,Ciampino,Italy,45,9,10,0.52,71,60
34150,Ciampino,Italy,45,9,11,0,81,60
34150,Ciampino,Italy,45,9,12,0,75,57
34150,Ciampino,Italy,45,9,13,0,80,56
34150,Ciampino,Italy,45,9,14,0,81,56
34150,Ciampino,Italy,45,9,15,0,81,57
34150,Ciampino,Italy,45,9,16,0,81,59
34150,Ciampino,Italy,45,9,17,0,85,59
34150,Ciampino,Italy,45,9,18,0,86,58
34150,Ciampino,Italy,45,9,19,0,83,59
34150,Ciampino,Italy,45,9,20,0,85,63
34150,Ciampino,Italy,45,9,21,0,86,58
34150,Ciampino,Italy,45,9,22,0,85,60
34150,Ciampino,Italy,45,9,23,0,85,62
34150,Ciampino,Italy,45,9,24,0.67,74,60
34150,Ciampino,Italy,45,9,25,0.01,68,52
34150,Ciampino,Italy,45,9,26,0.35,71,50
34150,Ciampino,Italy,45,9,27,0,72,50
34150,Ciampino,Italy,45,9,28,0,73,46
34150,Ciampino,Italy,45,9,29,0.2,70,54
34150,Ciampino,Italy,45,9,30,0,70,51
34150,Ciampino,Italy,45,10,1,0,74,50
34150,Ciampino,Italy,45,10,2,T,71,49
34150,Ciampino,Italy,45,10,3,0,68,49
34150,Ciampino,Italy,45,10,4,0.36,62,44
34150,Ciampino,Italy,45,10,5,0,61,36
34150,Ciampino,Italy,45,10,6,0,64,43
34150,Ciampino,Italy,45,10,7,0,70,45
34150,Ciampino,Italy,45,10,8,0,70,47
34150,Ciampino,Italy,45,10,9,0,70,42
34150,Ciampino,Italy,45,10,10,0,73,47
34150,Ciampino,Italy,45,10,11,0,72,49
34150,Ciampino,Italy,45,10,12,0,71,44
34150,Ciampino,Italy,45,10,13,0,73,49
34150,Ciampino,Italy,45,10,14,0,75,49
34150,Ciampino,Italy,45,10,15,0,74,49
34150,Ciampino,Italy,45,10,16,0,73,49
34150,Ciampino,Italy,45,10,17,0,71,48
34150,Ciampino,Italy,45,10,18,0,71,51
34150,Ciampino,Italy,45,10,19,0,74,46
34150,Ciampino,Italy,45,10,20,0,73,49
34150,Ciampino,Italy,45,10,21,0,72,46
34150,Ciampino,Italy,45,10,22,T,70,52
34150,Ciampino,Italy,45,10,23,0,74,51
34150,Ciampino,Italy,45,10,24,0,71,56
34150,Ciampino,Italy,45,10,25,T,71,58
34150,Ciampino,Italy,45,10,26,0,72,57
34150,Ciampino,Italy,45,10,27,T,73,60
34150,Ciampino,Italy,45,10,28,0,75,56
34150,Ciampino,Italy,45,10,29,0,78,58
34150,Ciampino,Italy,45,10,30,0.54,73,57
34150,Ciampino,Italy,45,10,31,1,73,58
34150,Ciampino,Italy,45,11,1,0.02,71,57
34150,Ciampino,Italy,45,11,2,0.99,69,53
34150,Ciampino,Italy,45,11,3,0,71,51
34150,Ciampino,Italy,45,11,4,0,71,51
34150,Ciampino,Italy,45,11,5,0.1,66,51
34150,Ciampino,Italy,45,11,6,0.1,66,48
34150,Ciampino,Italy,45,11,7,0,65,42
34150,Ciampino,Italy,45,11,8,0,65,46
34150,Ciampino,Italy,45,11,9,1.52,58,48
34150,Ciampino,Italy,45,11,10,0.11,54,38
34150,Ciampino,Italy,45,11,11,0.47,55,43
34150,Ciampino,Italy,45,11,12,0.92,54,44
34150,Ciampino,Italy,45,11,13,0,58,37
34150,Ciampino,Italy,45,11,14,0.11,55,36
34150,Ciampino,Italy,45,11,15,0.16,58,42
34150,Ciampino,Italy,45,11,16,0,58,38
34150,Ciampino,Italy,45,11,17,0,55,34
34150,Ciampino,Italy,45,11,18,0,59,36
34150,Ciampino,Italy,45,11,19,0,60,37
34150,Ciampino,Italy,45,11,20,T,60,38
34150,Ciampino,Italy,45,11,21,0.14,57,42
34150,Ciampino,Italy,45,11,22,0.01,57,48
34150,Ciampino,Italy,45,11,23,0.31,57,48
34150,Ciampino,Italy,45,11,24,0.02,59,48
34150,Ciampino,Italy,45,11,25,0.66,64,46
34150,Ciampino,Italy,45,11,26,0,60,35
34150,Ciampino,Italy,45,11,27,0.02,51,33
34150,Ciampino,Italy,45,11,28,0,54,37
34150,Ciampino,Italy,45,11,29,0,57,33
34150,Ciampino,Italy,45,11,30,0,58,37
34150,Ciampino,Italy,45,12,1,0,60,39
34150,Ciampino,Italy,45,12,2,T,58,36
34150,Ciampino,Italy,45,12,3,0.24,61,47
34150,Ciampino,Italy,45,12,4,0,55,39
34150,Ciampino,Italy,45,12,5,0,53,36
34150,Ciampino,Italy,45,12,6,0.05,50,36
34150,Ciampino,Italy,45,12,7,0,53,38
34150,Ciampino,Italy,45,12,8,T,45,36
34150,Ciampino,Italy,45,12,9,0.3,47,33
34150,Ciampino,Italy,45,12,10,T,48,39
34150,Ciampino,Italy,45,12,11,0,49,35
34150,Ciampino,Italy,45,12,12,0,53,33
34150,Ciampino,Italy,45,12,13,T,49,33
34150,Ciampino,Italy,45,12,14,0,57,39
34150,Ciampino,Italy,45,12,15,T,57,41
34150,Ciampino,Italy,45,12,16,0.06,55,43
34150,Ciampino,Italy,45,12,17,0,57,42
34150,Ciampino,Italy,45,12,18,0,57,48
34150,Ciampino,Italy,45,12,19,0.04,57,53
34150,Ciampino,Italy,45,12,20,0.99,59,51
34150,Ciampino,Italy,45,12,21,0.03,58,45
34150,Ciampino,Italy,45,12,22,0.49,56,50
34150,Ciampino,Italy,45,12,23,0.42,57,47
34150,Ciampino,Italy,45,12,24,0,59,43
34150,Ciampino,Italy,45,12,25,0.3,52,43
34150,Ciampino,Italy,45,12,26,0,54,36
34150,Ciampino,Italy,45,12,27,0,57,40
34150,Ciampino,Italy,45,12,28,T,58,38
34150,Ciampino,Italy,45,12,29,0.15,61,45
34150,Ciampino,Italy,45,12,30,0.08,54,41
34150,Ciampino,Italy,45,12,31,0.01,,
42204,Kadena/AB,Japan,45,7,2,0,88,74
42204,Kadena/AB,Japan,45,7,3,0,89,75
42204,Kadena/AB,Japan,45,7,4,0,90,79
42204,Kadena/AB,Japan,45,7,5,0,88,79
42204,Kadena/AB,Japan,45,7,6,0,90,77
42204,Kadena/AB,Japan,45,7,7,0,89,80
42204,Kadena/AB,Japan,45,7,8,0,90,80
42204,Kadena/AB,Japan,45,7,9,T,87,80
42204,Kadena/AB,Japan,45,7,10,T,90,79
42204,Kadena/AB,Japan,45,7,11,0,91,80
42204,Kadena/AB,Japan,45,7,12,0,90,80
42204,Kadena/AB,Japan,45,7,13,0,90,80
42204,Kadena/AB,Japan,45,7,14,0,92,79
42204,Kadena/AB,Japan,45,7,15,0.01,88,78
